Brand,Model,Range(km),Long_distance_range(km),Battery(kWh),Weight(kg),Seating_capacity,Car_segment,Acceleration_time(0-100 Kmph[in seconds]),Efficiency(Wh/km),Fastcharge_power(kW),Towing_capacity(kg),Cargo_volume(L),Price_per_range(€),Germany_Price(€),Range_per_kWh,Charging_km_per_min,Price_per_kWh,Price_Category
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY24),450.0,491.0,90.6,2.54,5.0,E,3.5,201.0,141.0,750.0,430.0,267.0,110706.0,4.97,42.09,1221.92,Luxury (€90k–€150k)
Tesla,Model S 70,345.0,362.0,69.0,2.102,5.0,F,5.8,200.0,95.0,750.0,895.0,242.0,82700.0,5.0,28.5,1198.55,Premium (€60k–€90k)
Toyota,Proace Verso M 75 kWh,265.0,252.0,69.0,2.131,8.0,N,13.1,260.0,79.0,750.0,603.0,244.0,64530.0,3.84,18.23,935.22,Premium (€60k–€90k)
Mercedes-Benz,EQE 500 4MATIC (MY22-23),505.0,549.0,90.6,2.475,5.0,E,4.7,179.0,141.0,750.0,430.0,199.0,87286.0,5.57,47.26,963.42,Premium (€60k–€90k)
Mercedes-Benz,EQE SUV 300 (MY25),450.0,485.0,90.6,2.445,5.0,E,7.1,201.0,141.0,750.0,520.0,184.0,83479.0,4.97,42.09,921.4,Premium (€60k–€90k)
Volvo,EC40 Twin Motor (MY25),400.0,443.0,79.0,2.185,5.0,C,4.8,198.0,125.0,750.0,435.0,160.0,61290.0,5.06,37.88,775.82,Premium (€60k–€90k)
Mercedes-Benz,EQV 300 Extra-Long,315.0,291.0,90.0,2.735,7.0,N,12.2,286.0,96.0,750.0,385.0,276.0,62897.0,3.5,20.14,698.86,Premium (€60k–€90k)
Audi,e-tron Sportback 50 quattro,295.0,315.0,64.7,2.445,5.0,E,6.8,219.0,114.0,750.0,615.0,245.0,71350.0,4.56,31.23,1102.78,Premium (€60k–€90k)
Fisker,Ocean Sport,350.0,391.0,71.0,2.3,5.0,D,7.4,203.0,100.0,750.0,476.0,124.0,43900.0,4.93,29.56,618.31,Mid-range (€30k–€60k)
Porsche,Taycan 4S Cross Turismo,440.0,557.0,83.7,2.32,5.0,F,4.1,190.0,216.0,750.0,530.0,269.0,119914.0,5.26,68.21,1432.66,Luxury (€90k–€150k)
Porsche,Taycan Turbo S Sport Turismo,505.0,655.0,97.0,2.395,5.0,F,2.4,192.0,262.0,750.0,489.0,407.0,210800.0,5.21,81.88,2173.2,Ultra-Luxury (>€150k)
Volkswagen,e-Caravelle L2 210 kW 64 kWh,245.0,247.0,63.8,2.568,9.0,N,7.4,260.0,75.0,750.0,385.0,304.0,71216.0,3.84,17.31,1116.24,Premium (€60k–€90k)
Tesla,Model S P90DL,405.0,401.0,85.5,2.262,5.0,F,3.0,211.0,90.0,750.0,895.0,327.0,131400.0,4.74,25.59,1536.84,Luxury (€90k–€150k)
Tesla,Model S P90DL,405.0,401.0,85.5,2.271,5.0,F,3.0,211.0,90.0,750.0,895.0,330.0,129600.0,4.74,25.59,1515.79,Luxury (€90k–€150k)
BMW,i3s 94 Ah,160.0,163.0,27.2,1.34,4.0,B,6.9,170.0,46.0,750.0,260.0,265.0,45750.0,5.88,16.24,1681.99,Mid-range (€30k–€60k)
Peugeot,e-Rifter Long 50 kWh,200.0,214.0,46.3,1.841,7.0,N,11.7,232.0,78.0,750.0,806.0,207.0,42440.0,4.32,20.17,916.63,Mid-range (€30k–€60k)
Mercedes-Benz,EQE SUV AMG 53 4MATIC+ (MY25),420.0,453.0,90.6,2.69,5.0,E,3.7,216.0,141.0,750.0,520.0,335.0,139438.0,4.64,39.17,1539.05,Luxury (€90k–€150k)
Citroën,ë-SpaceTourer M 75 kWh,265.0,252.0,69.0,2.131,9.0,N,13.3,260.0,79.0,750.0,507.0,237.0,59640.0,3.84,18.23,864.35,Mid-range (€30k–€60k)
Porsche,Taycan Sport Turismo,380.0,480.0,71.0,2.155,5.0,F,5.4,187.0,183.0,750.0,530.0,251.0,94091.0,5.35,58.72,1325.23,Luxury (€90k–€150k)
Audi,Q4 Sportback e-tron 45 quattro,400.0,442.0,76.6,2.215,5.0,C,6.9,192.0,115.0,750.0,535.0,149.0,55900.0,5.22,35.94,729.77,Mid-range (€30k–€60k)
Porsche,Taycan Turbo,445.0,568.0,83.7,2.38,5.0,F,3.2,188.0,216.0,750.0,450.0,360.0,164420.0,5.32,68.94,1964.4,Ultra-Luxury (>€150k)
Volkswagen,ID.5 Pro,430.0,459.0,77.0,2.117,5.0,C,10.4,179.0,125.0,750.0,549.0,119.0,46515.0,5.58,41.9,604.09,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER RWD (MY23.75),480.0,489.0,91.0,2.16,5.0,D,7.0,190.0,115.0,750.0,619.0,126.0,58500.0,5.27,36.32,642.86,Mid-range (€30k–€60k)
Volkswagen,e-Caravelle L2 160 kW 64 kWh,245.0,247.0,63.8,2.568,9.0,N,8.6,260.0,75.0,750.0,385.0,288.0,69175.0,3.84,17.31,1084.25,Premium (€60k–€90k)
Porsche,Taycan GTS Sport Turismo,425.0,542.0,83.7,2.385,5.0,F,3.7,197.0,216.0,750.0,530.0,327.0,140858.0,5.08,65.79,1682.89,Luxury (€90k–€150k)
Genesis,GV60 Sport Plus (MY22-24),360.0,456.0,74.0,2.22,5.0,C,4.0,206.0,200.0,750.0,432.0,209.0,73100.0,4.86,58.25,987.84,Premium (€60k–€90k)
Porsche,Taycan Turbo Sport Turismo,505.0,655.0,97.0,2.39,5.0,F,2.7,192.0,262.0,750.0,489.0,340.0,176600.0,5.21,81.88,1820.62,Ultra-Luxury (>€150k)
Opel,Zafira Electric XL 75 kWh,265.0,252.0,69.0,2.24,9.0,N,14.2,260.0,79.0,750.0,989.0,215.0,54550.0,3.84,18.23,790.58,Mid-range (€30k–€60k)
Volkswagen,e-Transporter Kombi L1 100 kW 64 kWh,255.0,254.0,63.8,2.302,9.0,N,12.8,250.0,75.0,750.0,800.0,243.0,62719.0,4.0,18.0,983.06,Premium (€60k–€90k)
Tesla,Model S 70D,355.0,369.0,69.0,2.183,5.0,F,5.4,194.0,95.0,750.0,895.0,251.0,88200.0,5.14,29.38,1278.26,Premium (€60k–€90k)
Lucid,Air Dream Edition P,670.0,766.0,118.0,2.435,5.0,F,2.7,176.0,185.0,750.0,910.0,328.0,218000.0,5.68,63.07,1847.46,Ultra-Luxury (>€150k)
Audi,e-tron S,320.0,339.0,86.5,2.695,5.0,E,4.5,270.0,146.0,750.0,660.0,311.0,93800.0,3.7,32.44,1084.39,Luxury (€90k–€150k)
Porsche,Taycan Turbo S Cross Turismo,380.0,478.0,83.7,2.395,5.0,F,2.9,220.0,216.0,750.0,489.0,486.0,191096.0,4.54,58.91,2283.11,Ultra-Luxury (>€150k)
Opel,Combo-e Life XL 50 kWh,200.0,214.0,46.3,1.813,7.0,N,11.7,232.0,78.0,750.0,806.0,212.0,44750.0,4.32,20.17,966.52,Mid-range (€30k–€60k)
Fiat,E-Ulysse L2 75 kWh,265.0,252.0,69.0,2.14,8.0,N,13.3,260.0,79.0,750.0,450.0,234.0,61990.0,3.84,18.23,898.41,Premium (€60k–€90k)
Lotus,Emeya S,520.0,665.0,98.9,2.555,5.0,F,4.2,190.0,240.0,750.0,543.0,245.0,126950.0,5.26,75.79,1283.62,Luxury (€90k–€150k)
Opel,Zafira-e Life M 50 kWh,185.0,198.0,46.3,1.969,9.0,N,12.1,250.0,78.0,750.0,385.0,306.0,63250.0,4.0,18.72,1366.09,Premium (€60k–€90k)
Toyota,Proace City Verso L1 50 kWh,210.0,224.0,46.3,1.739,5.0,N,11.2,220.0,78.0,750.0,597.0,194.0,37800.0,4.54,21.27,816.41,Mid-range (€30k–€60k)
GWM,ORA 07 Pro,350.0,339.0,64.3,2.065,5.0,D,8.2,184.0,75.0,750.0,333.0,127.0,44490.0,5.44,24.46,691.91,Mid-range (€30k–€60k)
Renault,Zoe R90 Entry,140.0,102.0,23.3,1.502,5.0,B,14.5,166.0,0.0,750.0,338.0,198.0,30100.0,6.01,0.0,1291.85,Mid-range (€30k–€60k)
Kia,e-Niro 39 kWh,235.0,215.0,39.2,1.667,5.0,C,9.8,167.0,37.0,750.0,451.0,150.0,35290.0,5.99,13.29,900.26,Mid-range (€30k–€60k)
Audi,Q4 Sportback e-tron 35,295.0,314.0,52.0,1.97,5.0,C,9.0,176.0,70.0,750.0,535.0,174.0,46700.0,5.67,23.86,898.08,Mid-range (€30k–€60k)
Mercedes-Benz,EQV 300 Extra-Long,310.0,285.0,90.0,2.66,7.0,N,12.1,290.0,96.0,750.0,385.0,254.0,72519.0,3.44,19.86,805.77,Premium (€60k–€90k)
Lucid,Air Pure AWD (MY23-24),560.0,645.0,92.0,2.337,5.0,F,4.0,164.0,160.0,750.0,910.0,200.0,109000.0,6.09,58.54,1184.78,Luxury (€90k–€150k)
Citroën,ë-Jumpy Combi XL 75 kWh,265.0,252.0,69.0,2.161,9.0,N,13.3,260.0,79.0,750.0,912.0,222.0,58730.0,3.84,18.23,851.16,Mid-range (€30k–€60k)
ORA,Funky Cat GT,330.0,300.0,59.3,1.615,5.0,C,8.2,180.0,55.0,750.0,228.0,150.0,49490.0,5.56,18.33,834.57,Mid-range (€30k–€60k)
Tesla,Model X P90DL,375.0,366.0,85.5,2.524,7.0,F,3.4,228.0,90.0,750.0,385.0,382.0,142200.0,4.39,23.68,1663.16,Luxury (€90k–€150k)
Porsche,Taycan Plus Sport Turismo,445.0,559.0,83.7,2.235,5.0,F,5.4,188.0,216.0,750.0,530.0,227.0,99815.0,5.32,68.94,1192.53,Luxury (€90k–€150k)
Mini,Cooper SE Convertible,165.0,167.0,28.9,1.54,4.0,B,8.2,175.0,44.0,750.0,160.0,370.0,60000.0,5.71,15.09,2076.12,Mid-range (€30k–€60k)
Kia,e-Soul 39 kWh,230.0,209.0,39.2,1.593,5.0,B,9.6,170.0,37.0,750.0,315.0,144.0,33133.0,5.87,13.06,845.23,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe iV 60 (MY23),345.0,375.0,58.0,2.008,5.0,C,8.8,168.0,82.0,750.0,575.0,139.0,44990.0,5.95,29.29,775.69,Mid-range (€30k–€60k)
Volkswagen,e-Transporter Kombi L1 160 kW 64 kWh,255.0,254.0,63.8,2.302,9.0,N,8.6,250.0,75.0,750.0,800.0,253.0,64867.0,4.0,18.0,1016.72,Premium (€60k–€90k)
Citroën,ë-SpaceTourer XS 50 kWh,185.0,191.0,46.3,1.932,9.0,N,12.1,250.0,78.0,750.0,140.0,275.0,50880.0,4.0,18.72,1098.92,Mid-range (€30k–€60k)
Opel,Zafira-e Life M 75 kWh,265.0,252.0,69.0,2.131,9.0,N,13.3,260.0,79.0,750.0,385.0,256.0,69250.0,3.84,18.23,1003.62,Premium (€60k–€90k)
Skywell,BE11 Standard Range,325.0,296.0,68.0,1.955,5.0,D,9.6,209.0,50.0,750.0,467.0,131.0,44990.0,4.78,14.35,661.62,Mid-range (€30k–€60k)
Polestar,3 Rear Motor (MY26),440.0,520.0,88.0,2.39,5.0,E,6.5,200.0,170.0,750.0,508.0,183.0,44990.0,5.0,51.0,511.25,Mid-range (€30k–€60k)
Tesla,Model X Ludicrous Performance,440.0,438.0,95.0,2.572,7.0,F,2.9,216.0,100.0,750.0,385.0,264.0,44990.0,4.63,27.78,473.58,Mid-range (€30k–€60k)
Mercedes-Benz,eVito Tourer Long 60 kWh,210.0,211.0,60.0,2.38,9.0,N,12.0,286.0,96.0,750.0,990.0,333.0,60678.0,3.5,20.14,1011.3,Premium (€60k–€90k)
Mercedes-Benz,EQE SUV 350+ (MY23),450.0,485.0,90.6,2.43,5.0,E,6.7,201.0,141.0,750.0,520.0,199.0,86811.0,4.97,42.09,958.18,Premium (€60k–€90k)
Peugeot,e-Traveller L2 50 kWh,180.0,191.0,46.3,2.027,9.0,N,13.3,257.0,78.0,750.0,603.0,294.0,46230.0,3.89,18.21,998.49,Mid-range (€30k–€60k)
Peugeot,e-Expert Combi Standard 75 kWh,265.0,252.0,69.0,2.131,9.0,N,14.3,260.0,79.0,750.0,603.0,218.0,57940.0,3.84,18.23,839.71,Mid-range (€30k–€60k)
Genesis,GV60 Sport (MY22-24),375.0,472.0,74.0,2.17,5.0,C,5.5,197.0,200.0,750.0,432.0,174.0,63200.0,5.07,60.91,854.05,Premium (€60k–€90k)
Porsche,Taycan Turbo S Cross Turismo,485.0,619.0,97.0,2.4,5.0,F,2.5,200.0,262.0,750.0,489.0,425.0,211300.0,5.0,78.6,2178.35,Ultra-Luxury (>€150k)
Opel,Zafira Electric 50 kWh,180.0,191.0,46.3,2.027,9.0,N,13.3,257.0,78.0,750.0,603.0,268.0,47550.0,3.89,18.21,1027.0,Mid-range (€30k–€60k)
Tesla,Model X Performance,420.0,413.0,95.0,2.572,7.0,F,3.7,226.0,100.0,750.0,385.0,242.0,99700.0,4.42,26.55,1049.47,Luxury (€90k–€150k)
Porsche,Taycan Turbo Cross Turismo,395.0,496.0,83.7,2.395,5.0,F,3.3,212.0,216.0,750.0,489.0,389.0,157776.0,4.72,61.13,1885.02,Ultra-Luxury (>€150k)
Ford,Mustang Mach-E SR RWD (MY22),375.0,375.0,70.0,2.044,5.0,D,6.9,187.0,78.0,750.0,619.0,156.0,56500.0,5.36,25.03,807.14,Mid-range (€30k–€60k)
Citroën,ë-SpaceTourer M 50 kWh,180.0,191.0,46.3,2.027,9.0,N,13.3,257.0,78.0,750.0,603.0,274.0,46230.0,3.89,18.21,998.49,Mid-range (€30k–€60k)
Volkswagen,e-Caravelle L1 100 kW 64 kWh,245.0,247.0,63.8,2.523,9.0,N,12.8,260.0,75.0,750.0,800.0,271.0,66021.0,3.84,17.31,1034.81,Premium (€60k–€90k)
Peugeot,e-Traveller Standard 75 kWh,265.0,252.0,69.0,2.131,9.0,N,14.3,260.0,79.0,750.0,603.0,238.0,59640.0,3.84,18.23,864.35,Mid-range (€30k–€60k)
Citroën,ë-Berlingo XL 50 kWh,205.0,221.0,46.3,1.813,7.0,N,11.7,226.0,78.0,750.0,806.0,204.0,43640.0,4.43,20.71,942.55,Mid-range (€30k–€60k)
Mercedes-Benz,eVito Tourer Extra-Long 41 kWh,120.0,85.0,35.0,2.285,9.0,N,16.0,292.0,0.0,750.0,385.0,461.0,55275.0,3.43,0.0,1579.29,Mid-range (€30k–€60k)
Jeep,Avenger Electric 1st Edition,310.0,327.0,50.8,1.611,5.0,B,9.0,164.0,85.0,750.0,355.0,132.0,39900.0,6.1,31.1,785.43,Mid-range (€30k–€60k)
Volkswagen,e-Transporter Kombi L2 160 kW 64 kWh,250.0,250.0,63.8,2.348,9.0,N,8.6,255.0,75.0,750.0,385.0,262.0,65872.0,3.92,17.65,1032.48,Premium (€60k–€90k)
Volkswagen,e-Caravelle L1 210 kW 64 kWh,245.0,247.0,63.8,2.523,9.0,N,7.4,260.0,75.0,750.0,800.0,300.0,70210.0,3.84,17.31,1100.47,Premium (€60k–€90k)
Porsche,Taycan 4S Plus,480.0,613.0,83.7,2.295,5.0,F,4.0,174.0,216.0,750.0,491.0,247.0,120081.0,5.73,74.48,1434.66,Luxury (€90k–€150k)
Škoda,Enyaq Coupe 60 (MY24),345.0,375.0,58.0,2.0,5.0,C,8.8,168.0,82.0,750.0,570.0,137.0,46850.0,5.95,29.29,807.76,Mid-range (€30k–€60k)
Citroën,ë-SpaceTourer XL 50 kWh,180.0,191.0,46.3,2.056,9.0,N,13.3,257.0,78.0,750.0,989.0,280.0,47230.0,3.89,18.21,1020.09,Mid-range (€30k–€60k)
Ford,e-Tourneo Custom L1 210 kW,235.0,233.0,64.0,2.557,8.0,N,8.0,272.0,70.0,750.0,672.0,322.0,75565.0,3.67,15.44,1180.7,Premium (€60k–€90k)
Ford,e-Tourneo Custom L2 160 kW,235.0,233.0,64.0,2.602,8.0,N,9.0,272.0,70.0,750.0,672.0,295.0,67771.0,3.67,15.44,1058.92,Premium (€60k–€90k)
Smart,ForTwo Cabrio Electric Drive,95.0,65.0,16.7,1.115,2.0,A,11.8,176.0,0.0,750.0,260.0,258.0,25200.0,5.69,0.0,1508.98,Budget (<€30k)
Peugeot,e-Traveller Long 75 kWh,265.0,252.0,69.0,2.161,9.0,N,14.3,260.0,79.0,750.0,989.0,243.0,60430.0,3.84,18.23,875.8,Premium (€60k–€90k)
Volkswagen,e-Transporter Kombi L1 210 kW 64 kWh,255.0,254.0,63.8,2.302,9.0,N,7.4,250.0,75.0,750.0,800.0,262.0,66908.0,4.0,18.0,1048.71,Premium (€60k–€90k)
Citroën,ë-SpaceTourer XL 75 kWh,265.0,252.0,69.0,2.161,9.0,N,13.3,260.0,79.0,750.0,912.0,242.0,60430.0,3.84,18.23,875.8,Premium (€60k–€90k)
Porsche,Taycan Turbo S,430.0,549.0,83.7,2.37,5.0,F,2.8,195.0,216.0,750.0,450.0,445.0,197740.0,5.14,66.46,2362.49,Ultra-Luxury (>€150k)
Mercedes-Benz,eVito Tourer Long 60 kWh,220.0,205.0,60.0,2.448,8.0,N,12.0,273.0,60.0,750.0,990.0,311.0,68398.0,3.67,13.19,1139.97,Premium (€60k–€90k)
Lucid,Air Touring (MY25),605.0,689.0,96.0,2.337,5.0,F,3.6,159.0,160.0,750.0,910.0,192.0,99900.0,6.3,60.38,1040.62,Luxury (€90k–€150k)
Audi,e-tron S Sportback,335.0,354.0,86.5,2.695,5.0,E,4.5,258.0,146.0,750.0,615.0,303.0,96050.0,3.87,33.95,1110.4,Luxury (€90k–€150k)
Mercedes-Benz,EQV 250 Long,205.0,193.0,60.0,2.576,7.0,N,12.0,293.0,60.0,750.0,385.0,332.0,68056.0,3.42,12.29,1134.27,Premium (€60k–€90k)
Mercedes-Benz,EQV 250 Extra-Long,205.0,193.0,60.0,2.606,7.0,N,12.0,293.0,60.0,750.0,385.0,336.0,68949.0,3.42,12.29,1149.15,Premium (€60k–€90k)
Toyota,Proace Shuttle L 75 kWh,265.0,252.0,69.0,2.161,9.0,N,13.1,260.0,79.0,750.0,980.0,263.0,44990.0,3.84,18.23,652.03,Mid-range (€30k–€60k)
Fiat,E-Ulysse L2 50 kWh,185.0,198.0,46.3,1.969,8.0,N,12.1,250.0,78.0,750.0,450.0,303.0,55990.0,4.0,18.72,1209.29,Mid-range (€30k–€60k)
Porsche,Taycan Plus,485.0,621.0,83.7,2.205,5.0,F,5.4,173.0,216.0,750.0,491.0,206.0,98863.0,5.79,74.91,1181.16,Luxury (€90k–€150k)
Porsche,Taycan 4S Sport Turismo,440.0,546.0,82.3,2.27,5.0,F,3.7,187.0,195.0,750.0,530.0,273.0,121800.0,5.35,62.57,1479.95,Luxury (€90k–€150k)
Mercedes-Benz,EQE AMG 43 4MATIC (MY24),450.0,491.0,90.6,2.535,5.0,E,4.2,201.0,141.0,750.0,430.0,240.0,104756.0,4.97,42.09,1156.25,Luxury (€90k–€150k)
Peugeot,e-Traveller Standard 50 kWh,185.0,198.0,46.3,1.969,9.0,N,13.1,250.0,78.0,750.0,603.0,289.0,53640.0,4.0,18.72,1158.53,Mid-range (€30k–€60k)
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,205.0,211.0,60.0,2.405,9.0,N,12.0,293.0,96.0,750.0,385.0,346.0,61571.0,3.42,19.66,1026.18,Premium (€60k–€90k)
Porsche,Taycan Turbo S Sport Turismo,395.0,501.0,83.7,2.4,5.0,F,2.8,212.0,216.0,750.0,489.0,487.0,198692.0,4.72,61.13,2373.86,Ultra-Luxury (>€150k)
Kia,e-Soul 39.2 kWh,230.0,209.0,39.2,1.61,5.0,B,9.9,170.0,37.0,750.0,315.0,167.0,40290.0,5.87,13.06,1027.81,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR AWD (MY23.75),350.0,372.0,72.6,2.276,5.0,D,6.2,207.0,100.0,750.0,619.0,168.0,57900.0,4.82,28.99,797.52,Mid-range (€30k–€60k)
Peugeot,e-Traveller L3 50 kWh,180.0,191.0,46.3,2.056,9.0,N,13.3,257.0,78.0,750.0,989.0,300.0,47230.0,3.89,18.21,1020.09,Mid-range (€30k–€60k)
Porsche,Taycan 4S Plus Sport Turismo,430.0,546.0,83.7,2.325,5.0,F,4.0,195.0,216.0,750.0,530.0,277.0,120081.0,5.14,66.46,1434.66,Luxury (€90k–€150k)
Volvo,EC40 Twin Motor Performance (MY25),400.0,443.0,79.0,2.185,5.0,C,4.6,198.0,125.0,750.0,435.0,162.0,64390.0,5.06,37.88,815.06,Premium (€60k–€90k)
Hongqi,E-HS7 111 kWh AWD Pro,435.0,510.0,95.3,2.608,5.0,E,3.9,219.0,210.0,750.0,705.0,172.0,44990.0,4.56,57.53,472.09,Mid-range (€30k–€60k)
Opel,Vivaro-e Combi S 50 kWh,185.0,191.0,46.3,1.932,9.0,N,12.1,250.0,78.0,750.0,140.0,268.0,49623.0,4.0,18.72,1071.77,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR AWD (MY22),345.0,347.0,70.0,2.138,5.0,D,6.3,203.0,78.0,750.0,619.0,191.0,62250.0,4.93,23.05,889.29,Premium (€60k–€90k)
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,215.0,201.0,60.0,2.596,8.0,N,12.0,279.0,60.0,750.0,385.0,322.0,69309.0,3.58,12.9,1155.15,Premium (€60k–€90k)
Ford,Mustang Mach-E SR AWD (MY24),350.0,372.0,72.6,2.276,5.0,D,6.2,207.0,100.0,750.0,619.0,165.0,57900.0,4.82,28.99,797.52,Mid-range (€30k–€60k)
Volkswagen,e-Transporter Kombi L2 100 kW 64 kWh,250.0,250.0,63.8,2.348,9.0,N,12.8,255.0,75.0,750.0,385.0,252.0,63725.0,3.92,17.65,998.82,Premium (€60k–€90k)
Kia,e-Niro 39 kWh,235.0,215.0,39.2,1.667,5.0,C,9.8,167.0,37.0,750.0,451.0,146.0,34400.0,5.99,13.29,877.55,Mid-range (€30k–€60k)
Peugeot,e-Traveller Long 50 kWh,185.0,198.0,46.3,1.989,9.0,N,13.1,250.0,78.0,750.0,989.0,295.0,54430.0,4.0,18.72,1175.59,Mid-range (€30k–€60k)
Toyota,Proace Shuttle M 50 kWh,185.0,198.0,46.3,1.969,9.0,N,12.1,250.0,78.0,750.0,550.0,318.0,44990.0,4.0,18.72,971.71,Mid-range (€30k–€60k)
Toyota,Proace Shuttle L 50 kWh,180.0,191.0,46.3,1.989,9.0,N,12.1,257.0,78.0,750.0,980.0,381.0,44990.0,3.89,18.21,971.71,Mid-range (€30k–€60k)
Porsche,Taycan Turbo Sport Turismo,405.0,512.0,83.7,2.405,5.0,F,3.2,207.0,216.0,750.0,489.0,398.0,165372.0,4.84,62.61,1975.77,Ultra-Luxury (>€150k)
Fiat,E-Ulysse L3 75 kWh,265.0,252.0,69.0,2.167,8.0,N,13.3,260.0,79.0,750.0,800.0,238.0,62990.0,3.84,18.23,912.9,Premium (€60k–€90k)
Porsche,Taycan Turbo Cross Turismo,425.0,538.0,83.7,2.395,5.0,F,3.3,197.0,216.0,750.0,489.0,380.0,165848.0,5.08,65.79,1981.46,Ultra-Luxury (>€150k)
Porsche,Taycan Turbo S Cross Turismo,410.0,520.0,83.7,2.395,5.0,F,2.9,204.0,216.0,750.0,489.0,470.0,199168.0,4.9,63.53,2379.55,Ultra-Luxury (>€150k)
Peugeot,e-Expert Combi Standard 50 kWh,185.0,198.0,46.3,1.969,9.0,N,13.1,250.0,78.0,750.0,603.0,271.0,51940.0,4.0,18.72,1121.81,Mid-range (€30k–€60k)
Audi,SQ8 Sportback e-tron,480.0,493.0,106.0,2.725,5.0,E,4.5,221.0,144.0,750.0,590.0,221.0,100350.0,4.53,39.1,946.7,Luxury (€90k–€150k)
Toyota,Proace City Verso L2 50 kWh,205.0,221.0,46.3,1.813,7.0,N,11.2,226.0,78.0,750.0,850.0,205.0,40150.0,4.43,20.71,867.17,Mid-range (€30k–€60k)
Opel,Zafira Electric XL 50 kWh,180.0,191.0,46.3,2.056,9.0,N,13.3,257.0,78.0,750.0,989.0,274.0,48550.0,3.89,18.21,1048.6,Mid-range (€30k–€60k)
Volkswagen,e-Caravelle L1 160 kW 64 kWh,245.0,247.0,63.8,2.523,9.0,N,8.6,260.0,75.0,750.0,800.0,284.0,68169.0,3.84,17.31,1068.48,Premium (€60k–€90k)
Opel,Zafira-e Life S 50 kWh,185.0,191.0,46.3,1.932,9.0,N,12.1,250.0,78.0,750.0,385.0,306.0,56700.0,4.0,18.72,1224.62,Mid-range (€30k–€60k)
Toyota,Proace Verso M 50 kWh,185.0,198.0,46.3,1.969,8.0,N,12.1,250.0,78.0,750.0,603.0,292.0,58530.0,4.0,18.72,1264.15,Mid-range (€30k–€60k)
Volkswagen,e-Caravelle L2 100 kW 64 kWh,245.0,247.0,63.8,2.568,9.0,N,12.8,260.0,75.0,750.0,385.0,275.0,67027.0,3.84,17.31,1050.58,Premium (€60k–€90k)
Mercedes-Benz,EQV 250 Extra-Long,210.0,199.0,60.0,2.641,7.0,N,12.0,286.0,60.0,750.0,385.0,283.0,59363.0,3.5,12.59,989.38,Mid-range (€30k–€60k)
Opel,Zafira-e Life L 50 kWh,180.0,191.0,46.3,1.989,9.0,N,12.1,257.0,78.0,750.0,385.0,321.0,64075.0,3.89,18.21,1383.91,Premium (€60k–€90k)
Opel,Vivaro-e Combi M 50 kWh,185.0,198.0,46.3,1.969,9.0,N,12.1,250.0,78.0,750.0,507.0,255.0,50992.0,4.0,18.72,1101.34,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR AWD (MY23),345.0,347.0,70.0,2.138,5.0,D,6.3,203.0,78.0,750.0,619.0,197.0,69200.0,4.93,23.05,988.57,Premium (€60k–€90k)
Opel,Combo Electric XL 50 kWh,230.0,242.0,50.0,1.881,7.0,N,11.3,217.0,80.0,750.0,385.0,175.0,39600.0,4.6,22.12,792.0,Mid-range (€30k–€60k)
Citroën,ë-SpaceTourer XL 50 kWh,180.0,191.0,46.3,1.989,9.0,N,12.1,257.0,78.0,750.0,912.0,291.0,54430.0,3.89,18.21,1175.59,Mid-range (€30k–€60k)
Citroën,ë-Jumpy Combi XL 50 kWh,180.0,191.0,46.3,1.989,9.0,N,12.1,257.0,78.0,750.0,912.0,285.0,52730.0,3.89,18.21,1138.88,Mid-range (€30k–€60k)
Opel,Vivaro-e Combi L 50 kWh,180.0,191.0,46.3,1.989,9.0,N,12.1,257.0,78.0,750.0,912.0,269.0,51825.0,3.89,18.21,1119.33,Mid-range (€30k–€60k)
Toyota,Proace Shuttle M 75 kWh,265.0,252.0,69.0,2.131,9.0,N,13.1,260.0,79.0,750.0,550.0,227.0,44990.0,3.84,18.23,652.03,Mid-range (€30k–€60k)
Mercedes-Benz,EQE SUV 300 (MY23),440.0,468.0,89.0,2.46,5.0,E,7.6,202.0,120.0,750.0,520.0,190.0,83748.0,4.94,35.64,940.99,Premium (€60k–€90k)
Porsche,Taycan 4S Sport Turismo,370.0,469.0,71.0,2.245,5.0,F,4.0,192.0,183.0,750.0,530.0,308.0,114559.0,5.21,57.19,1613.51,Luxury (€90k–€150k)
Citroën,ë-Jumpy Combi XS 50 kWh,185.0,191.0,46.3,1.932,9.0,N,12.1,250.0,78.0,750.0,140.0,246.0,49080.0,4.0,18.72,1060.04,Mid-range (€30k–€60k)
Citroën,ë-Jumpy Combi M 50 kWh,185.0,198.0,46.3,1.969,9.0,N,12.1,250.0,78.0,750.0,507.0,270.0,51940.0,4.0,18.72,1121.81,Mid-range (€30k–€60k)
Peugeot,e-Traveller Compact 50 kWh,185.0,191.0,46.3,1.932,9.0,N,12.1,250.0,78.0,750.0,385.0,275.0,50880.0,4.0,18.72,1098.92,Mid-range (€30k–€60k)
